antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
"default=no, loan=yes",education=secondary,0.08867460767630932,0.46322556248818303,0.054074494233314424,0.6098081023454158,1.316438797267308,1.0,0.012998149214037087,1.3756678207270066,0.2637640367930824,0.10862134447398406,0.27308032874424243,0.3632713981114834,2,1
"default=no, job=blue-collar",education=secondary,0.13102665910380035,0.46322556248818303,0.07978823974286255,0.6089466089466089,1.314579026415761,1.0,0.01909334187855722,1.3726372147442403,0.2753826735797457,0.15509004042631383,0.271475383838892,0.3905957534528963,2,1
loan=yes,education=secondary,0.09151068254868595,0.46322556248818303,0.055587067498581964,0.6074380165289256,1.3113223140495867,1.0,0.013196980101289356,1.3673622513458916,0.26132500867152264,0.11136363636363635,0.26866490645350033,0.3637190082644628,1,1
"duration_bin=high, education=secondary",previous_bin=0,0.12308564946114578,0.6398184912081679,0.10323312535450936,0.8387096774193549,1.3108556394417754,1.0,0.024480650826901623,2.2331253545093595,0.2704249179022788,0.15649183147033535,0.5521971043942089,0.5000285975749257,2,1
"duration_bin=high, education=secondary",pdays_bin=never_contacted,0.12308564946114578,0.6398184912081679,0.10323312535450936,0.8387096774193549,1.3108556394417754,1.0,0.024480650826901623,2.2331253545093595,0.2704249179022788,0.15649183147033535,0.5521971043942089,0.5000285975749257,2,1
"duration_bin=high, education=secondary",poutcome=unknown,0.12308564946114578,0.6401966345244848,0.10323312535450936,0.8387096774193549,1.310081359678372,1.0,0.024434106811223363,2.2307808659481947,0.269910770557601,0.15640217702663992,0.551726476022579,0.4999809462111541,2,1
"contact=cellular, education=primary",marital=married,0.07846473813575346,0.5208924182265079,0.0535072792588391,0.6819277108433734,1.3091526906172783,1.0,0.012635592065796786,1.5062852002727212,0.256254068969117,0.09802563214409421,0.33611509970426284,0.3923250169461876,2,1
"job=blue-collar, marital=married",education=secondary,0.08262431461523917,0.46322556248818303,0.05010398941198714,0.6064073226544623,1.309097277354878,1.0,0.011830294799142375,1.3637815650736282,0.25738073387360205,0.10106788710907705,0.2667447444591233,0.35728529398029235,2,1
"age_bin=46-60, housing=yes",marital=married,0.0760068065796937,0.5208924182265079,0.051805634335413124,0.681592039800995,1.308508275320313,1.0,0.012214265054442015,1.5046972490073738,0.2551652753693322,0.09503988900450917,0.33541448244177685,0.39052378759559736,2,1
"balance_bin=mid_low, duration_bin=high",previous_bin=0,0.060313858952543015,0.6398184912081679,0.05048213272830403,0.8369905956112853,1.3081688121123192,1.0,0.011892210494345704,2.209575025088355,0.2506929215743901,0.07770663562281722,0.5474242835633008,0.4579456524155717,2,1
"balance_bin=mid_low, duration_bin=high",pdays_bin=never_contacted,0.060313858952543015,0.6398184912081679,0.05048213272830403,0.8369905956112853,1.3081688121123192,1.0,0.011892210494345704,2.209575025088355,0.2506929215743901,0.07770663562281722,0.5474242835633008,0.4579456524155717,2,1
"balance_bin=mid_low, duration_bin=high",poutcome=unknown,0.060313858952543015,0.6401966345244848,0.05048213272830403,0.8369905956112853,1.3073961193703745,1.0,0.011869403211701518,2.2072552612824876,0.2502121342285924,0.07766143106457242,0.5469486390899043,0.4579223503750461,2,1
month=aug,"housing=no, loan=no",0.13008130081300814,0.5927396483267158,0.10058612214029117,0.7732558139534883,1.3045454545454545,1.0,0.023481777642506987,1.7961225766103812,0.26835781041388507,0.16165299301124278,0.44324512534818933,0.471476391825229,1,2
"duration_bin=high, housing=yes",poutcome=unknown,0.1353753072414445,0.6401966345244848,0.1128757799205899,0.8337988826815643,1.3024105996759578,1.0,0.02620896382689901,2.164867308239235,0.2685477097565969,0.17032810271041368,0.5380779245942163,0.5050565588836056,2,1
"duration_bin=high, housing=yes",previous_bin=0,0.1353753072414445,0.6398184912081679,0.11268670826243146,0.8324022346368716,1.300997464241848,1.0,0.02607108343636827,2.149083002457932,0.2675831441331304,0.17009132420091322,0.5346852593146528,0.504262583039476,2,1
"duration_bin=high, housing=yes",pdays_bin=never_contacted,0.1353753072414445,0.6398184912081679,0.11268670826243146,0.8324022346368716,1.300997464241848,1.0,0.02607108343636827,2.149083002457932,0.2675831441331304,0.17009132420091322,0.5346852593146528,0.504262583039476,2,1
education=primary,"loan=no, marital=married",0.11174134997163924,0.4698430705237285,0.06825486859519758,0.61082910321489,1.3000704736030397,1.0,0.01575396962005606,1.3622728057412024,0.2598465310281149,0.13296500920810314,0.2659326415490561,0.37805036649678103,1,2
"contact=telephone, loan=no",housing=no,0.06882208356967291,0.6341463414634146,0.05672149744753262,0.8241758241758241,1.2996618765849535,1.0,0.013078224939935164,2.0807926829268286,0.24761015228426397,0.08777062609713283,0.5194139194139193,0.4568106312292359,2,1
"duration_bin=high, marital=single",previous_bin=0,0.08394781622234827,0.6398184912081679,0.06976744186046512,0.831081081081081,1.2989325761932144,1.0,0.016056076744861682,2.1322745320476453,0.25122706335422484,0.10667823070251517,0.531017237710151,0.4700618171362852,2,1
"duration_bin=high, marital=single",pdays_bin=never_contacted,0.08394781622234827,0.6398184912081679,0.06976744186046512,0.831081081081081,1.2989325761932144,1.0,0.016056076744861682,2.1322745320476453,0.25122706335422484,0.10667823070251517,0.531017237710151,0.4700618171362852,2,1
"duration_bin=high, marital=single",poutcome=unknown,0.08394781622234827,0.6401966345244848,0.06976744186046512,0.831081081081081,1.2981653389952266,1.0,0.0160243324392378,2.1300359236150492,0.25073036488878814,0.10661658480208032,0.5305243498885115,0.47002961319263736,2,1
contact=telephone,"housing=no, loan=no",0.0737379466817924,0.5927396483267158,0.05672149744753262,0.7692307692307693,1.2977548767022453,1.0,0.013014092863032872,1.7647948572508987,0.2477036129822414,0.0930232558139535,0.43336190272123437,0.4324622745675378,1,2
"default=no, education=primary",marital=married,0.1106069200226886,0.5208924182265079,0.07449423331442617,0.6735042735042736,1.2929815254316162,1.0,0.01687992727122195,1.467423745222476,0.25477345125867595,0.13374066530889342,0.3185335842794407,0.4082584888392511,2,1
education=primary,"default=no, marital=married",0.11174134997163924,0.517110985063339,0.07449423331442617,0.6666666666666667,1.2892138939670934,1.0,0.0167115537582845,1.4486670448099834,0.2525542784163476,0.1343792633015007,0.3097102584181678,0.40536258379037177,1,2
duration_bin=high,poutcome=unknown,0.24938551711098506,0.6401966345244848,0.20570996407638495,0.8248673237300986,1.288459325224008,1.0,0.046054195322783986,2.054461640961925,0.298261316491332,0.30080176942217307,0.5132544798783455,0.5730952094137793,1,1
duration_bin=high,previous_bin=0,0.24938551711098506,0.6398184912081679,0.20552089241822652,0.8241091736163761,1.2880358803950984,1.0,0.04595942713110732,2.04775607800184,0.29792139296795894,0.30060840707964603,0.5116605875364899,0.5726633338531053,1,1
duration_bin=high,pdays_bin=never_contacted,0.24938551711098506,0.6398184912081679,0.20552089241822652,0.8241091736163761,1.2880358803950984,1.0,0.04595942713110732,2.04775607800184,0.29792139296795894,0.30060840707964603,0.5116605875364899,0.5726633338531053,1,1
duration_bin=high,"poutcome=unknown, previous_bin=0",0.24938551711098506,0.6398184912081679,0.20552089241822652,0.8241091736163761,1.2880358803950984,1.0,0.04595942713110732,2.04775607800184,0.29792139296795894,0.30060840707964603,0.5116605875364899,0.5726633338531053,1,2
duration_bin=high,"pdays_bin=never_contacted, poutcome=unknown",0.24938551711098506,0.6398184912081679,0.20552089241822652,0.8241091736163761,1.2880358803950984,1.0,0.04595942713110732,2.04775607800184,0.29792139296795894,0.30060840707964603,0.5116605875364899,0.5726633338531053,1,2
duration_bin=high,"pdays_bin=never_contacted, previous_bin=0",0.24938551711098506,0.6398184912081679,0.20552089241822652,0.8241091736163761,1.2880358803950984,1.0,0.04595942713110732,2.04775607800184,0.29792139296795894,0.30060840707964603,0.5116605875364899,0.5726633338531053,1,2
duration_bin=high,"default=no, poutcome=unknown",0.24938551711098506,0.631310266591038,0.20268481754584988,0.8127369219105384,1.2873811260811134,1.0,0.045245180254570055,1.9688330298235674,0.29739534380991783,0.2989403234802008,0.4920849128127372,0.5668955648785996,1,2
duration_bin=high,"default=no, previous_bin=0",0.24938551711098506,0.6309321232747211,0.20249574588769143,0.8119787717968158,1.2869510710318726,1.0,0.04515041206289333,1.962905360486463,0.29704953349937796,0.29874476987447696,0.4905510881318435,0.5664628650713177,1,2
duration_bin=high,"default=no, pdays_bin=never_contacted",0.24938551711098506,0.6309321232747211,0.20249574588769143,0.8119787717968158,1.2869510710318726,1.0,0.04515041206289333,1.962905360486463,0.29704953349937796,0.29874476987447696,0.4905510881318435,0.5664628650713177,1,2
education=primary,marital=married,0.11174134997163924,0.5208924182265079,0.07487237663074305,0.6700507614213198,1.2863515343583884,1.0,0.01666715462812135,1.452064517067353,0.25061115626249714,0.1342372881355932,0.31132536588688253,0.4068947092043078,1,1
"default=no, duration_bin=high",poutcome=unknown,0.24636037058045,0.6401966345244848,0.20268481754584988,0.8227168073676132,1.285100175477645,1.0,0.0449657374200409,2.029540195734183,0.294372186982798,0.29637821398949404,0.5072775586796143,0.5696572814156435,2,1
"default=no, duration_bin=high",previous_bin=0,0.24636037058045,0.6398184912081679,0.20249574588769143,0.8219493476592479,1.2846601949674237,1.0,0.04486982528942279,2.0229159739472293,0.2940185607609827,0.2961836283185841,0.5056640943673291,0.5692193546806877,2,1
"default=no, duration_bin=high",pdays_bin=never_contacted,0.24636037058045,0.6398184912081679,0.20249574588769143,0.8219493476592479,1.2846601949674237,1.0,0.04486982528942279,2.0229159739472293,0.2940185607609827,0.2961836283185841,0.5056640943673291,0.5692193546806877,2,1
"education=primary, loan=no",marital=married,0.10228776706371714,0.5208924182265079,0.06825486859519758,0.66728280961183,1.2810376697048886,1.0,0.014973946254388214,1.4399844541081068,0.2443799051124019,0.12299829642248722,0.30554805842027166,0.39915864618522534,2,1
"loan=no, month=aug",housing=no,0.12384193609377954,0.6341463414634146,0.10058612214029117,0.8122137404580153,1.280798590722255,1.0,0.02205221144667488,1.94824509220702,0.25022553145920484,0.1530054644808743,0.4867175572519085,0.48541515883962183,2,1
"balance_bin=mid_high, duration_bin=high",previous_bin=0,0.06163736055965211,0.6398184912081679,0.05048213272830403,0.8190184049079754,1.280079297741809,1.0,0.011045409692973573,1.9901554553582579,0.23317040481586196,0.07754864943363346,0.4975266895319065,0.44895955706391677,2,1
"balance_bin=mid_high, duration_bin=high",pdays_bin=never_contacted,0.06163736055965211,0.6398184912081679,0.05048213272830403,0.8190184049079754,1.280079297741809,1.0,0.011045409692973573,1.9901554553582579,0.23317040481586196,0.07754864943363346,0.4975266895319065,0.44895955706391677,2,1
"duration_bin=low, education=secondary",campaign_bin=1,0.10985063339005482,0.48421251654377007,0.06806579693703914,0.6196213425129088,1.2796475129054177,1.0,0.014874745299313596,1.3559842890862879,0.24550351647314272,0.12940330697340044,0.2625283286476447,0.38009571616078863,2,1
"age_bin=31-45, duration_bin=high",previous_bin=0,0.12611079599168085,0.6398184912081679,0.10323312535450936,0.8185907046476761,1.2794108265016426,1.0,0.022545106138051052,1.9854633583814212,0.24990608698960062,0.15577746077032809,0.4963392319588236,0.4899691111890863,2,1
"age_bin=31-45, duration_bin=high",pdays_bin=never_contacted,0.12611079599168085,0.6398184912081679,0.10323312535450936,0.8185907046476761,1.2794108265016426,1.0,0.022545106138051052,1.9854633583814212,0.24990608698960062,0.15577746077032809,0.4963392319588236,0.4899691111890863,2,1
"balance_bin=mid_high, duration_bin=high",poutcome=unknown,0.06163736055965211,0.6401966345244848,0.05048213272830403,0.8190184049079754,1.279323196561808,1.0,0.011022101937042526,1.9880660533053882,0.232678374276764,0.07750362844702467,0.496998604076869,0.44893625502339113,2,1
"age_bin=31-45, duration_bin=high",poutcome=unknown,0.12611079599168085,0.6401966345244848,0.10323312535450936,0.8185907046476761,1.2786551201658471,1.0,0.022497418183431386,1.9833788824146164,0.24937747958085466,0.155688622754491,0.49580989851894847,0.48992145982531476,2,1
"campaign_bin=2-3, duration_bin=high",previous_bin=0,0.10569105691056911,0.6398184912081679,0.08640574777840802,0.817531305903399,1.2777550463720677,1.0,0.01878265521169109,1.9739359158297467,0.24306743584642934,0.1310958118187034,0.4933979406420352,0.47628929361363803,2,1
"campaign_bin=2-3, duration_bin=high",pdays_bin=never_contacted,0.10569105691056911,0.6398184912081679,0.08640574777840802,0.817531305903399,1.2777550463720677,1.0,0.01878265521169109,1.9739359158297467,0.24306743584642934,0.1310958118187034,0.4933979406420352,0.47628929361363803,2,1
"campaign_bin=2-3, duration_bin=high",poutcome=unknown,0.10569105691056911,0.6401966345244848,0.08640574777840802,0.817531305903399,1.277000318051706,1.0,0.018742688844925887,1.9718635421648334,0.24255022876467078,0.13102064220183487,0.49286551598690326,0.47624940959670836,2,1
"balance_bin=high, duration_bin=low",housing=no,0.07052372849309889,0.6341463414634146,0.0570996407638495,0.8096514745308311,1.2767580944524644,1.0,0.012377276353591662,1.9220199244245961,0.23321334849309444,0.08817518248175184,0.47971403038427163,0.4498466078676815,2,1
contact=telephone,"default=no, housing=no",0.0737379466817924,0.6297976933257705,0.05917942900359236,0.8025641025641026,1.2743204858785766,1.0,0.012739440272820854,1.8750506441941497,0.23240512669013103,0.09184272300469483,0.46668107173725154,0.4482649393036664,1,2
"balance_bin=mid_low, duration_bin=low",housing=no,0.06296086216676121,0.6341463414634146,0.050860276044620914,0.8078078078078078,1.2738507738507738,1.0,0.010933875646186975,1.9035823170731707,0.22942338677011972,0.07870099473376244,0.47467467467467467,0.44400527540062423,2,1
"age_bin=46-60, education=tertiary",marital=married,0.07638494989601059,0.5208924182265079,0.05067120438646247,0.6633663366336633,1.2735188945391813,1.0,0.01088286311901887,1.4232313458565498,0.2325363968285491,0.09270148737461084,0.2973735416161977,0.38032200679233075,2,1
"duration_bin=high, housing=no",previous_bin=0,0.11401020986954055,0.6398184912081679,0.09283418415579504,0.814262023217247,1.2726453430248286,1.0,0.019888343694739033,1.9391915160845956,0.24180316112561312,0.14044622425629288,0.48432117627087645,0.4796782929325006,2,1
"duration_bin=high, housing=no",pdays_bin=never_contacted,0.11401020986954055,0.6398184912081679,0.09283418415579504,0.814262023217247,1.2726453430248286,1.0,0.019888343694739033,1.9391915160845956,0.24180316112561312,0.14044622425629288,0.48432117627087645,0.4796782929325006,2,1
"duration_bin=high, housing=no",poutcome=unknown,0.11401020986954055,0.6401966345244848,0.09283418415579504,0.814262023217247,1.2718936328399348,1.0,0.019845231495884977,1.937155619479782,0.24127900154118556,0.14036592338479129,0.48377921218918524,0.4796354416145302,2,1
"age_bin=31-45, campaign_bin=4-10",previous_bin=0,0.06277179050860276,0.6398184912081679,0.05104934770277935,0.8132530120481927,1.271068315816457,1.0,0.010886795409129936,1.928713885788519,0.22754354112030115,0.0783517121300058,0.4815197799070294,0.4465201230453729,2,1
"age_bin=31-45, campaign_bin=4-10",pdays_bin=never_contacted,0.06277179050860276,0.6398184912081679,0.05104934770277935,0.8132530120481927,1.271068315816457,1.0,0.010886795409129936,1.928713885788519,0.22754354112030115,0.0783517121300058,0.4815197799070294,0.4465201230453729,2,1
"age_bin=31-45, campaign_bin=4-10",poutcome=unknown,0.06277179050860276,0.6401966345244848,0.05104934770277935,0.8132530120481927,1.2703175371302098,1.0,0.010863058676095862,1.9266889893204995,0.22704742264960123,0.07830626450116007,0.4809748716357808,0.4464965591841672,2,1
"default=no, month=aug",housing=no,0.1291359425222159,0.6341463414634146,0.10398941198714312,0.8052708638360175,1.2698502083567969,1.0,0.022098326485250105,1.8787823216578028,0.24401689495914422,0.15772870662460567,0.46774036115178125,0.4846270836771024,2,1
month=aug,housing=no,0.13008130081300814,0.6341463414634146,0.1047456986197769,0.8052325581395348,1.2697898032200357,1.0,0.022255117616405876,1.8784128139788847,0.24423900941327298,0.15883027522935778,0.46763565891472836,0.4852042337507453,1,1
"duration_bin=high, marital=married",poutcome=unknown,0.13121573076195878,0.6401966345244848,0.10663641520136131,0.8126801152737753,1.2694226608632595,1.0,0.02263254597088439,1.9207964280000585,0.2442957578002608,0.16040955631399317,0.4793826220089318,0.489624168682369,2,1
month=aug,"default=no, housing=no",0.13008130081300814,0.6297976933257705,0.10398941198714312,0.7994186046511627,1.2693260282197536,1.0,0.02206450879029491,1.8456462825497806,0.24390824129141858,0.15854713173825308,0.4581843718079669,0.4822670927788986,1,2
"duration_bin=high, loan=no",previous_bin=0,0.21100397050482134,0.6398184912081679,0.1712989222915485,0.8118279569892473,1.2688410356135131,1.0,0.036294680244220945,1.9141074467223071,0.2685428083088539,0.25208681135225375,0.4775632884599101,0.539779226721574,2,1
"duration_bin=high, loan=no",pdays_bin=never_contacted,0.21100397050482134,0.6398184912081679,0.1712989222915485,0.8118279569892473,1.2688410356135131,1.0,0.036294680244220945,1.9141074467223071,0.2685428083088539,0.25208681135225375,0.4775632884599101,0.539779226721574,2,1
"duration_bin=low, poutcome=unknown",housing=no,0.13253923236906787,0.6341463414634146,0.10663641520136131,0.804564907275321,1.2687369691649293,1.0,0.02258714589414755,1.8719957272565433,0.24417768832662462,0.1615582927527929,0.4658107465525442,0.48636116562334925,2,1
"duration_bin=low, previous_bin=0",housing=no,0.13235016071090944,0.6341463414634146,0.10644734354320287,0.8042857142857143,1.2682967032967032,1.0,0.02251797333628469,1.8693252625956915,0.24380913970274887,0.16127184187911772,0.465047619047619,0.4860724933980748,2,1
"duration_bin=low, pdays_bin=never_contacted",housing=no,0.13235016071090944,0.6341463414634146,0.10644734354320287,0.8042857142857143,1.2682967032967032,1.0,0.02251797333628469,1.8693252625956915,0.24380913970274887,0.16127184187911772,0.465047619047619,0.4860724933980748,2,1
"duration_bin=high, loan=no",poutcome=unknown,0.21100397050482134,0.6401966345244848,0.1712989222915485,0.8118279569892473,1.2680915725091932,1.0,0.036214890503058206,1.9120978850984516,0.267952447379321,0.25194660734149055,0.47701422202634186,0.5397001568761948,2,1
"duration_bin=high, marital=married",previous_bin=0,0.13121573076195878,0.6398184912081679,0.10644734354320287,0.8112391930835735,1.2679208310339893,1.0,0.022493092664309225,1.9081371534468052,0.24322174268501753,0.16017069701280226,0.475928657332819,0.48880517573800425,2,1
"duration_bin=high, marital=married",pdays_bin=never_contacted,0.13121573076195878,0.6398184912081679,0.10644734354320287,0.8112391930835735,1.2679208310339893,1.0,0.022493092664309225,1.9081371534468052,0.24322174268501753,0.16017069701280226,0.475928657332819,0.48880517573800425,2,1
contact=telephone,housing=no,0.0737379466817924,0.6341463414634146,0.05917942900359236,0.8025641025641026,1.2655818540433925,1.0,0.012418779888309375,1.8530250237567314,0.22655533143296508,0.09122704750801516,0.46034188034188045,0.44794275491949914,1,1
"contact=telephone, default=no",housing=no,0.0737379466817924,0.6341463414634146,0.05917942900359236,0.8025641025641026,1.2655818540433925,1.0,0.012418779888309375,1.8530250237567314,0.22655533143296508,0.09122704750801516,0.46034188034188045,0.44794275491949914,2,1
month=aug,"contact=cellular, poutcome=unknown",0.13008130081300814,0.4946114577424844,0.08130081300813008,0.6249999999999999,1.263618119266055,1.0,0.016961111187969502,1.3477027793533747,0.23981743099326222,0.1496172581767571,0.2579966329966328,0.3946865443425076,1,2
"contact=cellular, month=aug",housing=no,0.12308564946114578,0.6341463414634146,0.0985063339005483,0.8003072196620583,1.2620229233132458,1.0,0.020452019608114394,1.832082551594746,0.23676356295610235,0.14954075774971298,0.4541730670762927,0.47782206540646144,2,1
month=aug,"contact=cellular, previous_bin=0",0.13008130081300814,0.4942333144261675,0.08111174134997164,0.6235465116279069,1.2616440321346594,1.0,0.016821228904291302,1.3435037825281726,0.23839400474914482,0.1493212669683258,0.2556775700934577,0.393831404245476,1,2
month=aug,"contact=cellular, pdays_bin=never_contacted",0.13008130081300814,0.4942333144261675,0.08111174134997164,0.6235465116279069,1.2616440321346594,1.0,0.016821228904291302,1.3435037825281726,0.23839400474914482,0.1493212669683258,0.2556775700934577,0.393831404245476,1,2
"balance_bin=high, pdays_bin=91-365d",marital=married,0.07808659481943657,0.5208924182265079,0.051238419360937794,0.6561743341404358,1.259711816068517,1.0,0.010563704154367977,1.3934607836088184,0.22363016082991008,0.09354504659993094,0.28236229410764196,0.37727047015551735,2,1
month=apr,"contact=cellular, previous_bin=0",0.10909434675742107,0.4942333144261675,0.0678767252788807,0.6221837088388215,1.2588866243490922,1.0,0.013958664695802862,1.3386576953032172,0.23082948295349748,0.12676553672316382,0.2529830415134679,0.37976056138192027,1,2
month=apr,"contact=cellular, pdays_bin=never_contacted",0.10909434675742107,0.4942333144261675,0.0678767252788807,0.6221837088388215,1.2588866243490922,1.0,0.013958664695802862,1.3386576953032172,0.23082948295349748,0.12676553672316382,0.2529830415134679,0.37976056138192027,1,2
duration_bin=low,"contact=cellular, housing=no",0.2514653053507279,0.5450935904707884,0.17243335224049916,0.6857142857142858,1.2579753233239188,1.0,0.03536122606803771,1.4474294848656737,0.2739643849456934,0.276279915177219,0.3091200570003565,0.5010257172588078,1,2
month=apr,"contact=cellular, poutcome=unknown",0.10909434675742107,0.4946114577424844,0.0678767252788807,0.6221837088388215,1.2579241728014245,1.0,0.01391741139772859,1.3376568297366354,0.2301472918075583,0.12667607621736063,0.25242410626581624,0.37970806237048105,1,2
"duration_bin=low, marital=single",housing=no,0.09907354887502363,0.6341463414634146,0.07865380979391189,0.7938931297709922,1.2519083969465647,1.0,0.015826681239018855,1.7750677506775057,0.22334732423924447,0.12016175621028306,0.4366412213740455,0.4589620687614651,2,1
"marital=married, month=aug",housing=no,0.07657402155416904,0.6341463414634146,0.060692002268859895,0.7925925925925925,1.2498575498575497,1.0,0.012132866649142947,1.7639372822299644,0.2164860272336907,0.09336823734729492,0.4330864197530862,0.4441496057775127,2,1
"loan=no, previous_bin=1",campaign_bin=1,0.10361126867082625,0.48421251654377007,0.06258271885044432,0.6040145985401459,1.247416326309579,1.0,0.012412845705050864,1.302541663290387,0.22126898413339705,0.119150467962563,0.23227023888520235,0.3666304933348914,2,1
"duration_bin=high, month=may",previous_bin=0,0.06920022688598979,0.6398184912081679,0.05520892418226508,0.7978142076502732,1.2469383405030423,1.0,0.010933339424808196,1.781438273213656,0.2127586753817001,0.08444187391555812,0.4386558237597349,0.44205131186296165,2,1
"duration_bin=high, month=may",pdays_bin=never_contacted,0.06920022688598979,0.6398184912081679,0.05520892418226508,0.7978142076502732,1.2469383405030423,1.0,0.010933339424808196,1.781438273213656,0.2127586753817001,0.08444187391555812,0.4386558237597349,0.44205131186296165,2,1
"duration_bin=high, month=may",poutcome=unknown,0.06920022688598979,0.6401966345244848,0.05520892418226508,0.7978142076502732,1.246201814607884,1.0,0.010907171821523648,1.7795679968113318,0.21224946365814365,0.08439306358381501,0.43806586666436936,0.4420258279834355,2,1
previous_bin=1,campaign_bin=1,0.11022877670637171,0.48421251654377007,0.06636415201361316,0.6020583190394512,1.2433762004684332,1.0,0.012989998649079612,1.2961383743749229,0.2199870929152698,0.12567132116004298,0.2284774374632175,0.36955707830145146,1,1
"contact=cellular, previous_bin=1",campaign_bin=1,0.10153148043108338,0.48421251654377007,0.06107014558517678,0.6014897579143389,1.242202002971081,1.0,0.011907331937227351,1.2942891524111937,0.21701144572661601,0.11639639639639639,0.22737512082439096,0.3638061831352249,2,1
poutcome=success,"contact=cellular, housing=no",0.1849120816789563,0.5450935904707884,0.12516543770088864,0.6768916155419223,1.2417897171700407,1.0,0.02437104717707865,1.4079065459480031,0.2388830372103683,0.20693966864645202,0.2897255837910338,0.4532567685756785,1,2
"default=no, previous_bin=1",campaign_bin=1,0.10947249007373795,0.48421251654377007,0.06579693703913783,0.6010362694300517,1.2412654545160264,1.0,0.01278898712822029,1.292817978013667,0.21826451423969542,0.12464183381088825,0.22649590506434886,0.36846034478921563,2,1
"campaign_bin=4-10, marital=married",poutcome=unknown,0.06995651351862356,0.6401966345244848,0.055587067498581964,0.7945945945945946,1.2411727143564117,1.0,0.010801142980892534,1.7516742792886921,0.20892609940906623,0.08492201039861352,0.42911760946443017,0.4407113551827078,2,1
"education=primary, poutcome=unknown",marital=married,0.07903195311022877,0.5208924182265079,0.05104934770277935,0.645933014354067,1.2400507124931617,1.0,0.009882202530028306,1.3531551971710791,0.21019335903343292,0.09300723389596967,0.26098646918652735,0.37196832205906616,2,1
"education=primary, previous_bin=0",marital=married,0.07903195311022877,0.5208924182265079,0.05104934770277935,0.645933014354067,1.2400507124931617,1.0,0.009882202530028306,1.3531551971710791,0.21019335903343292,0.09300723389596967,0.26098646918652735,0.37196832205906616,2,1
"education=primary, pdays_bin=never_contacted",marital=married,0.07903195311022877,0.5208924182265079,0.05104934770277935,0.645933014354067,1.2400507124931617,1.0,0.009882202530028306,1.3531551971710791,0.21019335903343292,0.09300723389596967,0.26098646918652735,0.37196832205906616,2,1
"campaign_bin=4-10, marital=married",previous_bin=0,0.06995651351862356,0.6398184912081679,0.05539799584042352,0.7918918918918919,1.2376820969906077,1.0,0.010638524910753996,1.7307423149737386,0.20648290705330796,0.0846576134065299,0.42221323685890616,0.43923790812088687,2,1
"campaign_bin=4-10, marital=married",pdays_bin=never_contacted,0.06995651351862356,0.6398184912081679,0.05539799584042352,0.7918918918918919,1.2376820969906077,1.0,0.010638524910753996,1.7307423149737386,0.20648290705330796,0.0846576134065299,0.42221323685890616,0.43923790812088687,2,1
"balance_bin=high, duration_bin=mid_low",housing=no,0.06466250709018719,0.6341463414634146,0.05067120438646247,0.783625730994152,1.2357174988753936,1.0,0.009665712085368157,1.6908371786420564,0.20394087778210218,0.07817969661610269,0.40857699805068215,0.43176516126332526,2,1
"duration_bin=high, education=tertiary",poutcome=unknown,0.08092266969181319,0.6401966345244848,0.06390622045755341,0.7897196261682243,1.233557915771925,1.0,0.012099799664118074,1.7110648935946724,0.20600748135443425,0.09723820483314154,0.4155686299546707,0.44477121296597866,2,1
"housing=yes, job=blue-collar",marital=married,0.0822461712989223,0.5208924182265079,0.052750992626205334,0.6413793103448275,1.2313085925276923,1.0,0.009909585568438094,1.3359730645606989,0.20469095436199383,0.09584335279972517,0.2514819149225701,0.3713248638838475,2,1
"campaign_bin=1, duration_bin=high",previous_bin=0,0.0916997542068444,0.6398184912081679,0.07222537341652487,0.7876288659793814,1.2310192293631643,1.0,0.013554175035741835,1.6960003083887236,0.20661120096254862,0.1095497562374534,0.4103774657033849,0.4502565133679413,2,1
"campaign_bin=1, duration_bin=high",pdays_bin=never_contacted,0.0916997542068444,0.6398184912081679,0.07222537341652487,0.7876288659793814,1.2310192293631643,1.0,0.013554175035741835,1.6960003083887236,0.20661120096254862,0.1095497562374534,0.4103774657033849,0.4502565133679413,2,1
"duration_bin=high, education=tertiary",previous_bin=0,0.08092266969181319,0.6398184912081679,0.06371714879939497,0.7873831775700935,1.2306352323192151,1.0,0.011941328372642113,1.6940405028890564,0.20391268968725218,0.09697841726618704,0.40969534182059014,0.44348473299308455,2,1
"duration_bin=high, education=tertiary",pdays_bin=never_contacted,0.08092266969181319,0.6398184912081679,0.06371714879939497,0.7873831775700935,1.2306352323192151,1.0,0.011941328372642113,1.6940405028890564,0.20391268968725218,0.09697841726618704,0.40969534182059014,0.44348473299308455,2,1
"campaign_bin=1, duration_bin=high",poutcome=unknown,0.0916997542068444,0.6401966345244848,0.07222537341652487,0.7876288659793814,1.2302921063688566,1.0,0.013519499386580612,1.6942197306371343,0.20608262747884606,0.10948695901404414,0.40975778884127595,0.4502231748680132,2,1
campaign_bin=4-10,poutcome=unknown,0.12516543770088864,0.6401966345244848,0.0985063339005483,0.7870090634441087,1.2293239623614562,1.0,0.01837584192565532,1.6892895598921347,0.2132343455151622,0.1477176070314715,0.40803517422800356,0.47043896763463555,1,1
